"ART_CINV"
"2214290"
"2249863"
"2266172"
"2266607"
"2240380"
"2214142"
"2204829"
"2200360"
"2196997"
"2200551"
"2200888"
"2198802"
"2217303"
"2466798"
"2796718"
"2833544"
"2835073"
"2519959"
"2522248"
"2522468"
"2552092"
"2807703"
"2808609"
"2866528"
"2866565"
"2866572"
"2866579"
"2866593"
"2866607"
"2866614"
"2869562"
"2869134"
"2547889"
"2268134"
"2268139"
"2268144"
"2268149"
"2268154"
"2268159"
"2523787"
"2210601"
"2580419"
"2580428"
"2580437"
"2580455"
"2580464"
"2580633"
"2247734"
"2247707"
"2247716"
"2220113"
"2210727"
"2210790"
"2463486"
"2545402"
"2273905"
"2274004"
"2274071"
"2260272"
"2249425"
"2875889"
"2204664"
"2204713"
"2249746"
"2231518"
"2226256"
"2218830"
"2226221"
"2226228"
"2209975"
"2248006"
"2261230"
"2261237"
"2208950"
"2844997"
"2228170"
"2260665"
"2549053"
"2549081"
"2222682"
"2222687"
"2210084"
"2210089"
"2210094"
"2893587"
"2827735"
"2599022"
"2599163"
"2599029"
"2599050"
"2598874"
"2598941"
"2501061"
"2501614"
"2502061"
"2502120"
"2521749"
"2257194"
"2220564"
"2220549"
"2220554"
"2220569"
"2219378"
"2213667"
"2202172"
"2202906"
"2200476"
"2200483"
"2200229"
"2200250"
"2200469"
"2200123"
"2196458"
"2196581"
"2196969"
"2196976"
"2197002"
"2599036"
"2209427"
"2263898"
"2263907"
"2263916"
"2264164"
"2264169"
"2290162"
"2264315"
"2210736"
"2210763"
"2598054"
"2598089"
"2734462"
"2734586"
"2734628"
"2252012"
"2225436"
"2232890"
"2896068"
"2251453"
"2797852"
"2804961"
"2804979"
"2804970"
"2804988"
"2886291"
"2905861"
"2804936"
"2892571"
"2905884"
"2804945"
"2209233"
"2203299"
"2203304"
"2201257"
"2202079"
"2204762"
"2202278"
"2272947"
"2223994"
"2200420"
"2210464"
"2398259"
"2398266"
"2263039"
"2227213"
"2235505"
"2220607"
"2213729"
"2213741"
"2213755"
"2214135"
"2215985"
"2209781"
"2208239"
"2202306"
"2201912"
"2214267"
"2213707"
"2227220"
"2213760"
"2598040"
"2597916"
"2560873"
"2866877"
"2199841"
