"ART_CINV"
"2197091"
"2201693"
"2201700"
"2206602"
"2197112"
"2199626"
"2302651"
"2266878"
"2718273"
"2718317"
"2718375"
"2481590"
"2266816"
"2266821"
"2259450"
"2259459"
"2259468"
"2227365"
"2239607"
"2239616"
"2520889"
"2214149"
"2211575"
"2799004"
"2583132"
"2260787"
"2260815"
"2225905"
"2225912"
"2226172"
"2260808"
"2841367"
"2239820"
"2238855"
"2238936"
"2238945"
"2228313"
"2229751"
"2840828"
"2841038"
"2841108"
"2841309"
"2841316"
"2841325"
"2841413"
"2841513"
"2218968"
"2259067"
"2259074"
"2293561"
"2266197"
"2266206"
"2266215"
"2266224"
"2266242"
"2254561"
"2223087"
"2223096"
"2223114"
"2223150"
"2223141"
"2797843"
"2926474"
"2851571"
"2851739"
"2579422"
"2579450"
"2378633"
"2378633"
"2378640"
"2378640"
"2867396"
"2867396"
"2867403"
"2867403"
"2231799"
"2264449"
"2264458"
"2264467"
"2264485"
"2398961"
"2399304"
"2398852"
"2239900"
"2890031"
"2753018"
"2870925"
"2799689"
"2217549"
"2555235"
"2825169"
"2555249"
"2209886"
"2941475"
"2846576"
"2233657"
"2894514"
"2894537"
"2894553"
"2894583"
"2751090"
"2751099"
"2834187"
"2861917"
"2301953"
"2245227"
"2203751"
"2878415"
"2595385"
"2595362"
"2215357"
"2215367"
"2215374"
"2213573"
"2213151"
"2213056"
"2213063"
"2213165"
"2213170"
"2213051"
"2595394"
"2595445"
"2908125"
"2824825"
"2796704"
"2753808"
"2251564"
"2230895"
"2230902"
"2214260"
"2208730"
"2251620"
"2402989"
"2233289"
"2227028"
"2215601"
"2215610"
"2215653"
"2249636"
"2265872"
"2265881"
"2289728"
"2297190"
"2486434"
"2488598"
"2519826"
"2546250"
"2589556"
"2589572"
"2589581"
"2589590"
"2751419"
"2751437"
"2249654"
"2265851"
"2865580"
"2865587"
"2259662"
"2202733"
"2201479"
"2200762"
"2200776"
"2588900"
"2209238"
"2212495"
"2212558"
"2212565"
"2224146"
"2783287"
"2796769"
"2221097"
"2895352"
"2897119"
"2897147"
"2897154"
"2234129"
"2796264"
"2213774"
"2213810"
"2213828"
"2471764"
"2211131"
"2795919"
"2919034"
"2213792"
"2220122"
"2572302"
"2572352"
"2202271"
"2204397"
"2529432"
"2529446"
"2265108"
"2595674"
"2529425"
"2229429"
"2218891"
"2218886"
"2218898"
"2211620"
"2257273"
"2257280"
"2258775"
"2263621"
"2263635"
"2263600"
"2249325"
"2249332"
"2244214"
"2244223"
"2244232"
"2587459"
"2587732"
"2239900"
"2890031"
"2220351"
"2228232"
"2218212"
"2218219"
"2243324"
"2232647"
"2204152"
"2208152"
"2203390"
"2203802"
"2243331"
"2880421"
"2215766"
"2215775"
"2215782"
"2215757"
"2402998"
"2554374"
"2555438"
"2555608"
"2562149"
"2215569"
"2197265"
"2200367"
"2831903"
"2218038"
"2514138"
"2302859"
"2303008"
"2303185"
"2518500"
"2518433"
"2518442"
"2251754"
"2201435"
"2873995"
"2511040"
"2555357"
"2557129"
"2908083"
"2220321"
"2228877"
"2228884"
"2238017"
"2264714"
"2264758"
"2268568"
"2511054"
"2557122"
"2557073"
"2214616"
"2589615"
"2227186"
"2219231"
"2219204"
"2219222"
"2216411"
"2216429"
"2219213"
"2227195"
"2838379"
"2214859"
"2240760"
"2266681"
"2214868"
"2214174"
"2214183"
"2201084"
"2214503"
"2529492"
"2529501"
"2253728"
"2241363"
"2227003"
"2214898"
"2214907"
"2214916"
"2214934"
"2227012"
"2718287"
"2718345"
"2211663"
"2214950"
"2214959"
"2207589"
"2196962"
"2518112"
"2550834"
"2550934"
"2230886"
"2224582"
"2408002"
"2215635"
"2215644"
"2589529"
"2589547"
"2789805"
"2219054"
"2219063"
"2219079"
"2219088"
"2219097"
"2537887"
"2551644"
"2551651"
"2551658"
"2556561"
"2556568"
"2556575"
"2196957"
"2863799"
"2863822"
"2863831"
"2871862"
"2871871"
"2871880"
"2902067"
"2902085"
"2902108"
"2216161"
"2216179"
"2216195"
"2566576"
"2281559"
"2280990"
"2281085"
"2281550"
"2224953"
"2228998"
"2247475"
"2528316"
"2528360"
"2517287"
"2517359"
"2517377"
"2243428"
"2890555"
"2202461"
"2202470"
"2202479"
"2201857"
"2201866"
"2890564"
"2890537"
"2216482"
"2216470"
"2211611"
"2196990"
"2209671"
"2227399"
"2227404"
"2200219"
"2203701"
"2245498"
"2580817"
"2578175"
"2259671"
"2211711"
"2211697"
"2211704"
"2230451"
"2224486"
"2224948"
"2224479"
"2575931"
"2246789"
"2210673"
"2214281"
"2227442"
"2254855"
